age,workclass,education,marital-status,occupation,race,hours-per-week,Salary
53, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, White,40, >50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,40, >50K
41, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
29, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, White,35, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,60, >50K
29, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, White,70, >50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, White,40, >50K
37, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, White,40, >50K
39, Private, Bachelors, Married-civ-spouse, Sales, White,48, >50K
37, Private, Masters, Never-married, Exec-managerial, White,40, >50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
40, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,20, >50K
48, Private, Bachelors, Divorced, Sales, Black,40, >50K
50, Private, Assoc-voc, Married-civ-spouse, Tech-support, White,38, >50K
23, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White,55, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,50, >50K
33, Private, 7th-8th, Never-married, Farming-fishing, White,40, >50K
31, Private, Masters, Never-married, Exec-managerial, White,40, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, White,40, >50K
55, Private, HS-grad, Divorced, Craft-repair, Black,48, >50K
38, Private, HS-grad, Married-civ-spouse, Sales, White,55, >50K
79, ?, Masters, Married-civ-spouse, ?, White,40, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
45, Private, Doctorate, Never-married, Prof-specialty, White,30, >50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, White,50, >50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo,40, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, White,50, >50K
42, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, White,60, >50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, White,46, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, White,45, >50K
43, Private, HS-grad, Divorced, Exec-managerial, White,30, >50K
45, Private, 12th, Married-civ-spouse, Adm-clerical, Black,40, >50K
33, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,60, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, White,35, >50K
36, Private, 11th, Married-civ-spouse, Craft-repair, White,40, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
46, Private, Bachelors, Divorced, Sales, White,40, >50K
50, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,60, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
49, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
50, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, White,63, >50K
32, Private, 10th, Married-civ-spouse, Craft-repair, White,40, >50K
40, Local-gov, Bachelors, Never-married, Prof-specialty, White,50, >50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
51, Private, Prof-school, Never-married, Prof-specialty, White,50, >50K
44, State-gov, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
51, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, White,80, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, White,46, >50K
56, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
29, Private, Prof-school, Never-married, Prof-specialty, White,45, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,60, >50K
64, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,9, >50K
40, Private, HS-grad, Divorced, Transport-moving, White,60, >50K
60, Private, Assoc-voc, Widowed, Exec-managerial, Asian-Pac-Islander,40, >50K
32, Private, 12th, Married-civ-spouse, Sales, White,40, >50K
27, Private, HS-grad, Married-civ-spouse, Other-service, White,40, >50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,48, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
46, Self-emp-inc, Masters, Married-civ-spouse, Sales, White,60, >50K
54, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, White,60, >50K
38, ?, Bachelors, Married-civ-spouse, ?, Other,50, >50K
34, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White,45, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White,80, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White,60, >50K
60, Private, HS-grad, Married-civ-spouse, Other-service, White,40, >50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, White,45, >50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White,40, >50K
36, Local-gov, Assoc-voc, Never-married, Protective-serv, Black,60, >50K
36, Private, Assoc-acdm, Never-married, Tech-support, Black,40, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,32, >50K
47, Private, HS-grad, Married-civ-spouse, Other-service, White,30, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White,40, >50K
53, Private, HS-grad, Widowed, Craft-repair, White,40, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, White,50, >50K
31, Private, Bachelors, Married-civ-spouse, Tech-support, Asian-Pac-Islander,40, >50K
52, ?, Some-college, Married-civ-spouse, ?, White,40, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
45, Private, Assoc-acdm, Widowed, Tech-support, White,40, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, White,40, >50K
54, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, White,40, >50K
51, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,40, >50K
54, Private, Masters, Married-civ-spouse, Exec-managerial, White,44, >50K
32, State-gov, HS-grad, Married-civ-spouse, Craft-repair, White,49, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,66, >50K
54, Private, Doctorate, Married-civ-spouse, Exec-managerial, White,50, >50K
34, Private, HS-grad, Divorced, Craft-repair, Amer-Indian-Eskimo,48, >50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, White,45, >50K
59, Private, HS-grad, Divorced, Craft-repair, White,38, >50K
68, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White,20, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, White,48, >50K
68, State-gov, Masters, Married-civ-spouse, Prof-specialty, White,42, >50K
38, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White,40, >50K
48, Private, Masters, Married-civ-spouse, Tech-support, White,40, >50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, White,40, >50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, White,40, >50K
58, Private, 10th, Married-civ-spouse, Craft-repair, White,40, >50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Black,40, >50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, White,24, >50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White,50, >50K
45, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,50, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, White,50, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,50, >50K
30, Private, Bachelors, Never-married, Sales, White,40, >50K
43, Private, Some-college, Separated, Transport-moving, White,51, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, White,50, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White,60, >50K
40, Local-gov, Some-college, Never-married, Protective-serv, White,40, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White,45, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,60, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, White,45, >50K
49, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,37, >50K
41, Private, Some-college, Separated, Sales, White,80, >50K
45, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
42, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, White,45, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White,40, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
44, Private, HS-grad, Divorced, Tech-support, White,50, >50K
22, Private, Assoc-acdm, Never-married, Handlers-cleaners, Black,40, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
56, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,40, >50K
36, Private, Bachelors, Never-married, Exec-managerial, White,40, >50K
35, ?, Some-college, Married-civ-spouse, ?, Asian-Pac-Islander,40, >50K
40, Federal-gov, Some-college, Married-civ-spouse, Tech-support, White,40, >50K
52, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White,55, >50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Other,40, >50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,50, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White,60, >50K
47, Local-gov, Masters, Never-married, Prof-specialty, White,35, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White,72, >50K
28, Private, Masters, Married-spouse-absent, Sales, White,80, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Black,40, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, White,40, >50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, White,50, >50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, White,55, >50K
53, State-gov, 10th, Married-civ-spouse, Transport-moving, White,40, >50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White,42, >50K
24, Private, Some-college, Married-civ-spouse, Tech-support, White,50, >50K
32, Private, Assoc-voc, Married-civ-spouse, Transport-moving, White,99, >50K
35, Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White,40, >50K
53, Local-gov, Prof-school, Never-married, Prof-specialty, White,50, >50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, White,60, >50K
32, Private, Bachelors, Divorced, Craft-repair, White,50, >50K
64, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,60, >50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
39, Private, Some-college, Never-married, Adm-clerical, White,45, >50K
35, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,40, >50K
40, Private, Bachelors, Married-civ-spouse, Sales, White,50, >50K
46, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,40, >50K
49, Private, Some-college, Married-civ-spouse, Adm-clerical, White,45, >50K
38, Local-gov, Bachelors, Never-married, Protective-serv, White,43, >50K
48, State-gov, HS-grad, Divorced, Craft-repair, White,40, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, White,45, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, White,40, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,40, >50K
30, Private, Assoc-voc, Divorced, Sales, White,40, >50K
67, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, White,40, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
59, Private, Prof-school, Married-civ-spouse, Transport-moving, Black,50, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
46, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,55, >50K
46, Federal-gov, Masters, Married-civ-spouse, Armed-Forces, White,40, >50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White,40, >50K
67, ?, Doctorate, Married-civ-spouse, ?, White,20, >50K
62, Private, Bachelors, Married-civ-spouse, Sales, White,20, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, White,50, >50K
52, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White,40, >50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, White,44, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,45, >50K
54, Private, Masters, Married-civ-spouse, Transport-moving, White,60, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
31, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,99, >50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,45, >50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, White,45, >50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,25, >50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Asian-Pac-Islander,40, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White,50, >50K
47, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,35, >50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Black,38, >50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White,40, >50K
36, State-gov, Some-college, Married-civ-spouse, Exec-managerial, White,39, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Black,55, >50K
28, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Black,50, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
53, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, White,40, >50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, White,50, >50K
31, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, White,40, >50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Black,40, >50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, White,70, >50K
30, Private, Bachelors, Never-married, Exec-managerial, White,70, >50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White,60, >50K
46, State-gov, Some-college, Married-civ-spouse, Protective-serv, Black,70, >50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, White,50, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
48, State-gov, Masters, Married-civ-spouse, Prof-specialty, White,61, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, White,52, >50K
24, Private, 11th, Married-civ-spouse, Craft-repair, White,50, >50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, White,40, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,52, >50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, White,50, >50K
50, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, White,55, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, White,84, >50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,45, >50K
51, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Black,40, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
61, Private, Some-college, Married-civ-spouse, Tech-support, White,40, >50K
44, Private, Bachelors, Married-civ-spouse, Tech-support, White,40, >50K
56, Private, HS-grad, Married-civ-spouse, Sales, White,36, >50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,36, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
56, Private, Some-college, Married-civ-spouse, Tech-support, White,45, >50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
28, Private, Masters, Married-civ-spouse, Prof-specialty, White,38, >50K
25, Private, Some-college, Never-married, Transport-moving, White,50, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,60, >50K
46, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White,40, >50K
33, Private, HS-grad, Never-married, Craft-repair, White,40, >50K
38, Private, Bachelors, Never-married, Sales, White,45, >50K
67, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,35, >50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, White,40, >50K
65, Private, Masters, Married-civ-spouse, Prof-specialty, White,50, >50K
41, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, White,40, >50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Black,40, >50K
52, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, White,40, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,50, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White,40, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
34, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,55, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, White,40, >50K
71, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, White,40, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
57, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,35, >50K
62, ?, Doctorate, Married-civ-spouse, ?, Amer-Indian-Eskimo,40, >50K
39, Private, Bachelors, Never-married, Exec-managerial, White,50, >50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White,40, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White,45, >50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White,60, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, White,40, >50K
51, Self-emp-inc, Prof-school, Divorced, Prof-specialty, White,60, >50K
39, State-gov, Bachelors, Never-married, Prof-specialty, White,40, >50K
39, Private, Some-college, Married-spouse-absent, Craft-repair, White,40, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, White,50, >50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
44, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White,40, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White,40, >50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, White,50, >50K
64, Federal-gov, Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,40, >50K
54, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,40, >50K
64, Private, Doctorate, Widowed, Prof-specialty, White,80, >50K
49, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,50, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
47, Private, Prof-school, Married-civ-spouse, Sales, White,45, >50K
59, Self-emp-inc, Assoc-voc, Divorced, Prof-specialty, White,50, >50K
42, State-gov, Masters, Married-civ-spouse, Adm-clerical, Amer-Indian-Eskimo,40, >50K
44, Private, Masters, Divorced, Exec-managerial, White,45, >50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, White,40, >50K
44, Federal-gov, Bachelors, Divorced, Tech-support, White,40, >50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, White,45, >50K
52, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White,52, >50K
45, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,50, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,60, >50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,45, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,44, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,43, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
47, Private, Bachelors, Never-married, Sales, Black,60, >50K
54, Private, HS-grad, Never-married, Exec-managerial, White,40, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, >50K
32, Private, Bachelors, Divorced, Exec-managerial, White,48, >50K
79, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White,20, >50K
50, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo,40, >50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, White,50, >50K
66, Private, Bachelors, Married-civ-spouse, Sales, White,5, >50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,45, >50K
32, Private, Bachelors, Married-civ-spouse, Sales, White,50, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, White,40, >50K
37, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, White,60, >50K
43, Private, Some-college, Married-civ-spouse, Sales, White,38, >50K
53, Private, 7th-8th, Married-civ-spouse, Exec-managerial, White,40, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White,50, >50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,50, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, >50K
34, Private, Some-college, Married-civ-spouse, Tech-support, Black,40, >50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, White,40, >50K
50, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,60, >50K
27, Private, Bachelors, Married-civ-spouse, Tech-support, Asian-Pac-Islander,40, >50K
35, Private, Assoc-voc, Married-civ-spouse, Tech-support, White,40, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White,70, >50K
56, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,40, >50K
55, Private, Doctorate, Married-civ-spouse, Prof-specialty, White,55, >50K
55, Private, Some-college, Married-civ-spouse, Tech-support, White,40, >50K
45, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, White,40, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, White,45, >50K
36, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, White,40, >50K
65, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
59, ?, HS-grad, Married-civ-spouse, ?, White,41, >50K
33, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White,40, >50K
50, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
49, State-gov, Some-college, Married-civ-spouse, Prof-specialty, White,50, >50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,40, >50K
48, ?, Some-college, Married-civ-spouse, ?, White,40, >50K
47, Private, Assoc-voc, Married-civ-spouse, Sales, White,40, >50K
54, State-gov, Some-college, Married-civ-spouse, Protective-serv, White,40, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,40, >50K
46, Private, 11th, Married-civ-spouse, Other-service, Black,35, >50K
34, Private, Assoc-acdm, Divorced, Sales, White,50, >50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White,40, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
39, Private, Some-college, Married-civ-spouse, Other-service, Asian-Pac-Islander,84, >50K
64, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, White,45, >50K
57, Self-emp-inc, Masters, Married-civ-spouse, Sales, White,40, >50K
36, Private, Masters, Married-civ-spouse, Adm-clerical, White,40, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, White,50, >50K
27, Private, Bachelors, Married-civ-spouse, Sales, White,45, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, White,50, >50K
38, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,50, >50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White,84, >50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, White,50, >50K
32, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,40, >50K
64, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White,35, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander,60, >50K
27, Private, Some-college, Married-civ-spouse, Sales, White,42, >50K
34, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, White,32, >50K
54, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
48, Private, Assoc-voc, Married-civ-spouse, Tech-support, White,40, >50K
40, Private, Prof-school, Married-civ-spouse, Prof-specialty, White,40, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander,40, >50K
36, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, White,50, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White,65, >50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,40, >50K
39, Private, Some-college, Married-civ-spouse, Adm-clerical, Black,50, >50K
26, Private, Bachelors, Never-married, Adm-clerical, White,40, >50K
51, Private, Some-college, Married-civ-spouse, Adm-clerical, White,40, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, >50K
61, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, White,40, >50K
29, Private, Bachelors, Never-married, Sales, White,35, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Tech-support, White,75, >50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Black,40, >50K
59, Private, Some-college, Married-civ-spouse, Adm-clerical, White,40, >50K
54, Local-gov, Masters, Never-married, Prof-specialty, White,32, >50K
32, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Asian-Pac-Islander,50, >50K
51, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,70, >50K
35, Private, Some-college, Married-civ-spouse, Sales, White,40, >50K
44, State-gov, Masters, Married-civ-spouse, Adm-clerical, White,40, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White,70, >50K
74, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White,35, >50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, White,50, >50K
